famille	rang	photo	libelle1	libelle2	libelle3	libelle4	libelle5	libelle6	pvttc	pvht	tva	tph	pvbarre	refweb	etat	four	reffour
21	33	d3-82.jpg	DIAM'SD3.82	Pendentif en or  jaune 18 carats 1 diamant de 0,30 carat couleur F pureté SI1		Or jaune<BR>OR 18 CARATS<BR>2,70 Gr<BR><PUn><BR><PCn>			 202315.00	 201810.43	    504.57	      0.00	      0.00	28.3D 999		999	D3.82
21	34	d3-85.jpg	DIAM'SD3.85	Pendentif Infinity coeur en or jaune 18 carats 9 diamants de 0.01 carat couleur F pureté SI1		Or jaune<BR>OR 18 CARATS<BR>2,90 Gr<BR><PUn><BR><PCn>			  71258.00	  71080.28	    177.72	      0.00	      0.00	58.3D 999		999	D3.85
21	35	d3-91-ob.jpg	DIAM'SD3.91-OB	Pendentif  étoile en or blanc18 carats 30 diamants de 0,01 carats couleur F pureté SI1		Or blanc<BR>OR 18 CARATS<BR>1,47 Gr<BR><PUn><BR><PCn>			 125633.00	 125319.67	    313.33	      0.00	      0.00	BO-19.3D 999		999	D3.91-OB
21	36	d3-92.jpg	DIAM'SD3.92	Collier étoile en or jaune 18 carats diamants de 0,12 carat en F,SI1		Or jaune<BR>OR 18 CARATS<BR>1,47 Gr<BR><PUn><BR><PCn>			  58000.00	  57855.35	    144.65	      0.00	      0.00	29.3D 999		999	D3.92
21	37	l3-42.jpg	DIAM'SL3.42	Pendentif croix en or jaune 18 carats 1diamant de 0,02 carat couleur F pureté SI1		Or jaune<BR>OR 18 CARATS<BR>1,09 Gr<BR><PUn><BR><PCn>			  23920.00	  23860.34	     59.66	      0.00	      0.00	24.3L 999		999	L3.42
21	38	l3-70.jpg	DIAM'SL3.70	Pendentif Je t'aime maman en or jaune 18 carats 1 diamant de 0.01 carat FSI1		Or jaune<BR>OR 18 CARATS<BR>1,60 Gr<BR><PUn><BR><PCn>			  24631.00	  24569.57	     61.43	      0.00	      0.00	07.3L 999		999	L3.70
21	39	l3-71.jpg	DIAM'SL3.71	Pendentif coeur Maman en or jaune 18 carats 1diamant de 0,02 carat couleur F pureté SI1		Or jaune<BR>OR 18 CARATS<BR>1,00 Gr<BR><PUn><BR><PCn>			  20712.00	  20660.34	     51.66	      0.00	      0.00	17.3L 999		999	L3.71
21	40	l3-984-ob-sr.jpg	DIAM'SL3.984-OB-SR	Pendentif en or blanc 18 carats motif trèfle 2 diamants de 0.01 carat en FSI1 1 saphir rose 15/10 .		Or blanc<BR>OR 18 CARATS<BR>2,00 Gr<BR><PUn><BR><PCn>			  41000.00	  40897.75	    102.25	      0.00	      0.00	RS-BO-489.3L 999		999	L3.984-OB-SR
21	41	l3-984-ob.jpg	DIAM'SL3.984/OB	Pendentif en or blanc 18 carats motif trèfle 1 diamant de 0.02 carat 2 diamants de 0.01 carat		Or blanc<BR>OR 18 CARATS<BR>2,00 Gr<BR><PUn><BR><PCn>			  43400.00	  43291.76	    108.24	      0.00	      0.00	BO/489.3L 999		999	L3.984/OB
21	42	l3-984-ob-sr.jpg	DIAM'SL3.984/OB/SR	Pendentif en or blanc 18 carats motif trèfle, 2 diamants et un saphir rose 15/10 .		Or blanc<BR>OR 18 CARATS<BR>2,00 Gr<BR><PUn><BR><PCn>			  44200.00	  44089.77	    110.23	      0.00	      0.00	RS/BO/489.3L 999		999	L3.984/OB/SR
21	43	l3-986-ob.jpg	DIAM'SL3.986-OB	Pendentif en or blanc 18 carats motif coeur diamants 0.03 carat couleur F pureté SI1		Or blanc<BR>OR 18 CARATS<BR>0,50 Gr<BR><PUn><BR><PCn>			  50155.00	  50029.91	    125.09	      0.00	      0.00	BO-689.3L 999		999	L3.986-OB
51	1	---2505323.jpg	RODANIA***2505323	Montre rodania chic xseba					 252702.00	 250200.00	   2502.00	      0.00	      0.00	3235052***   4		4	***2505323
51	2	---2505326.jpg	RODANIA***2505326	Montre rodania chic xseba					 245935.00	 243500.00	   2435.00	      0.00	      0.00	6235052***   4		4	***2505326
51	3	---2506345.jpg	RODANIA***2506345	Montre rodania mystery					 126755.00	 125500.00	   1255.00	      0.00	      0.00	5436052***   4		4	***2506345
51	4	---2610653.jpg	RODANIA***2610653	Montre Rodania energy yellow					  17069.00	  16900.00	    169.00	      0.00	      0.00	3560162***   4		4	***2610653
51	5	---2610655.jpg	RODANIA***2610655	Montre Rodania Yellow + red					  17069.00	  16900.00	    169.00	      0.00	      0.00	5560162***   4		4	***2610655
51	6	---2611429.jpg	RODANIA***2611429	Montre Rodania energy boston					  25654.00	  25400.00	    254.00	      0.00	      0.00	9241162***   4		4	***2611429
51	7	---aqf-102wl-4b.jpg	CASIO***AQF-102WL-4B	MONTRE CASIO HOMME SPORT					  12928.00	  12800.00	    128.00	      0.00	      0.00	B4-LW201-FQA***   4		4	***AQF-102WL-4B
51	8	---gb-5600b-9er.jpg	CASIO***GB-5600B-9ER	MONTRE CASIO BLUETOOTH					  32926.00	  32600.00	    326.00	      0.00	      0.00	RE9-B0065-BG***   4		4	***GB-5600B-9ER
51	9	2452147.jpg	RODANIA2452147	Montre rodania mystery					  66357.00	  65700.00	    657.00	      0.00	      0.00	7412542   4		4	2452147
51	10	2452247.jpg	RODANIA2452247	Montre rodania mystery					  53126.00	  52600.00	    526.00	      0.00	      0.00	7422542   4		4	2452247
51	11	2507527.jpg	RODANIA2507527	Montre Rodania Homme rectangulaire					  39996.00	  39600.00	    396.00	      0.00	      0.00	7257052   4		4	2507527
51	12	2508226.jpg	RODANIA2508226	Montre rodania					  25900.00	  25643.56	    256.44	      0.00	      0.00	6228052   4		4	2508226
51	13	2508846	RODANIA2508846	MONTRE RODANIA HOMME					  75750.00	  75000.00	    750.00	      0.00	      0.00	6488052   4		4	2508846
51	14	2511049.jpg	RODANIA2511049	MONTRE RODANIA HOMME					  36663.00	  36300.00	    363.00	      0.00	      0.00	9401152   4		4	2511049
51	15	2513520.jpg	RODANIA2513520	Montre Rodania Homme rectangulaire					  42117.00	  41700.00	    417.00	      0.00	      0.00	0253152   4		4	2513520
51	16	2514443.jpg	RODANIA2514443	Montre Rodania Homme					  75900.00	  75148.51	    751.49	      0.00	      0.00	3444152   4		4	2514443
51	17	2514449.jpg	RODANIA2514449	Montre Rodania Homme					  74235.00	  73500.00	    735.00	      0.00	      0.00	9444152   4		4	2514449
51	19	2608627.jpg	RODANIA2608627	Montre Rodania energy /urban					  27876.00	  27600.00	    276.00	      0.00	      0.00	7268062   4		4	2608627
51	20	2608629.jpg	RODANIA2608629	MONTRE RODANIA HOMME					  30300.00	  30000.00	    300.00	      0.00	      0.00	9268062   4		4	2608629
51	21	2608731.jpg	RODANIA2608731	Montre Homme Rodania					  30000.00	  29702.97	    297.03	      0.00	      0.00	1378062   4		4	2608731
51	22	2610654.jpg	RODANIA2610654	Montre Rodania energy yellow					  16867.00	  16700.00	    167.00	      0.00	      0.00	4560162   4		4	2610654
51	23	2611223.jpg	RODANIA2611223	Montre Rodania energie /adventure					  25654.00	  25400.00	    254.00	      0.00	      0.00	3221162   4		4	2611223
51	24	2611424.jpg	RODANIA2611424	Montre Rodania multi s/s yello					  25654.00	  25400.00	    254.00	      0.00	      0.00	4241162   4		4	2611424
51	25	2616648.jpg	RODANIA2616648	Montre Rodania Homme chrono fond violet					  25250.00	  25000.00	    250.00	      0.00	      0.00	8466162   4		4	2616648
51	26	2617933.jpg	RODANIA2617933	Montre rodania					  21600.00	  21386.14	    213.86	      0.00	      0.00	3397162   4		4	2617933
51	28	2622046.jpg	RODANIA2622046	MONTRE RODANIA HOMME					  36663.00	  36300.00	    363.00	      0.00	      0.00	6402262   4		4	2622046
51	29	2623843.jpg	RODANIA2623843	Montre Rodania Homme					  38683.00	  38300.00	    383.00	      0.00	      0.00	3483262   4		4	2623843
51	30	2623847.jpg	RODANIA2623847	Montre Rodania Homme					  38683.00	  38300.00	    383.00	      0.00	      0.00	7483262   4		4	2623847
51	31	2623849.jpg	RODANIA2623849	MONTRE RODANIA HOMME					  38683.00	  38300.00	    383.00	      0.00	      0.00	9483262   4		4	2623849
51	32	2624529.jpg	RODANIA2624529	Montre Rodania Homme					  33700.00	  33366.34	    333.66	      0.00	      0.00	9254262   4		4	2624529
51	33	2624536.jpg	RODANIA2624536	Montre Rodania homme					  33633.00	  33300.00	    333.00	      0.00	      0.00	6354262   4		4	2624536
51	34	2629652.jpg	RODANIA2629652	Montre Rodania enfant - jaune avec trèfles rouges et verts					  12600.00	  12475.25	    124.75	      0.00	      0.00	2569262   4		4	2629652
51	35	awg-m100sb-2-ae.jpg	CASIOAWG-M100SB-2 AE	Montre CASIO G-SHOCK					  22200.00	  21980.20	    219.80	      0.00	      0.00	EA 2-BS001M-GWA   4		4	AWG-M100SB-2 AE
51	36	g-7700-1er.jpg	CASIOG-7700-1ER	MONTRE CASIO G-SHOCK HOMME					  15049.00	  14900.00	    149.00	      0.00	      0.00	RE1-0077-G   4		4	G-7700-1ER
51	37	ga-100cg-2a-er.jpg	CASIOGA-100CG-2A ER	Montre G-shock homme					  20500.00	  20297.03	    202.97	      0.00	      0.00	RE A2-GC001-AG   4		4	GA-100CG-2A ER
51	38	ga-100cg-7a-er.jpg	CASIOGA-100CG-7A ER	Montre G-shock homme					  20500.00	  20297.03	    202.97	      0.00	      0.00	RE A7-GC001-AG   4		4	GA-100CG-7A ER
51	39	ga-100de-2a-er.jpg	CASIOGA-100DE-2A ER	Montre G-shock homme					  22000.00	  21782.18	    217.82	      0.00	      0.00	RE A2-ED001-AG   4		4	GA-100DE-2A ER
51	40	ga-100l-1aer.jpg	CASIOGA-100L-1AER	MONTRE G-SHOCK G-SPECIAL					  15700.00	  15544.55	    155.45	      0.00	      0.00	REA1-L001-AG   4		4	GA-100L-1AER
51	41	ga-100l-2a-er.jpg	CASIOGA-100L-2A ER	Montre CASIO G-SHOCK					  14800.00	  14653.47	    146.53	      0.00	      0.00	RE A2-L001-AG   4		4	GA-100L-2A ER
51	42	ga-1100-1a3-er.jpg	CASIOGA-1100-1A3 ER	Montre CASIO G-SHOCK					  41600.00	  41188.12	    411.88	      0.00	      0.00	RE 3A1-0011-AG   4		4	GA-1100-1A3 ER
51	43	ga-110hr-1a-er.jpg	CASIOGA-110HR-1A ER	Montre G-shock homme					  20500.00	  20297.03	    202.97	      0.00	      0.00	RE A1-RH011-AG   4		4	GA-110HR-1A ER
51	44	ga-110ln-1a-er.jpg	CASIOGA-110LN-1A ER	Montre CASIO G-SHOCK					  20500.00	  20297.03	    202.97	      0.00	      0.00	RE A1-NL011-AG   4		4	GA-110LN-1A ER
51	45	ga-110ln-2a-er.jpg	CASIOGA-110LN-2A ER	Montre CASIO G-SHOCK					  19400.00	  19207.92	    192.08	      0.00	      0.00	RE A2-NL011-AG   4		4	GA-110LN-2A ER
51	46	ga-110rg-7a-er.jpg	CASIOGA-110RG-7A ER	MONTRE CASIO					  23600.00	  23366.34	    233.66	      0.00	      0.00	RE A7-GR011-AG   4		4	GA-110RG-7A ER
51	47	ga-110ts-1a4-er.jpg	CASIOGA-110TS-1A4 ER	MONTRE CASIO G-SHOCK COLOR					  19695.00	  19500.00	    195.00	      0.00	      0.00	RE 4A1-ST011-AG   4		4	GA-110TS-1A4 ER
51	48	ga-135a-1aer.jpg	CASIOGA-135A-1AER	Montre G-shock homme					  25000.00	  24752.48	    247.52	      0.00	      0.00	REA1-A531-AG   4		4	GA-135A-1AER
51	49	ga-500k-3aer.jpg	CASIOGA-500K-3AER	Montre CASIO G-SHOCK					  28200.00	  27920.79	    279.21	      0.00	      0.00	REA3-K005-AG   4		4	GA-500K-3AER
51	50	ga-700-2a-er.jpg	CASIOGA-700-2A ER	Montre CASIO G SHOCK					  17800.00	  17623.76	    176.24	      0.00	      0.00	RE A2-007-AG   4		4	GA-700-2A ER
51	51	ga-700-4a-er.jpg	CASIOGA-700-4A ER	Montre CASIO  G-SHOCK					  17800.00	  17623.76	    176.24	      0.00	      0.00	RE A4-007-AG   4		4	GA-700-4A ER
51	52	ga-735a-1aer.jpg	CASIOGA-735A-1AER	Montre G-shock homme					  23600.00	  23366.34	    233.66	      0.00	      0.00	REA1-A537-AG   4		4	GA-735A-1AER
51	53	ga-800-1aer.jpg	CASIOGA-800-1AER	Montre G-shock homme					  15700.00	  15544.55	    155.45	      0.00	      0.00	REA1-008-AG   4		4	GA-800-1AER
51	54	ga-800-4aer.jpg	CASIOGA-800-4AER	Montre G-shock homme					  15700.00	  15544.55	    155.45	      0.00	      0.00	REA4-008-AG   4		4	GA-800-4AER
51	55	ga-835a-1aer.jpg	CASIOGA-835A-1AER	Montre G-shock homme					  25000.00	  24752.48	    247.52	      0.00	      0.00	REA1-A538-AG   4		4	GA-835A-1AER
51	56	gax-100b-7a-er.jpg	CASIOGAX-100B-7A ER	MONTRE G-SHOCK					  21109.00	  20900.00	    209.00	      0.00	      0.00	RE A7-B001-XAG   4		4	GAX-100B-7A ER
51	57	gb-5600b-k8-er.jpg	CASIOGB-5600B-K8 ER	MONTRE CASIO G-SHOCK					  38077.00	  37700.00	    377.00	      0.00	      0.00	RE 8K-B0065-BG   4		4	GB-5600B-K8 ER
51	58	gb-6900b-7er.jpg	CASIOGB-6900B-7ER	MONTRE G SHOCK BLUETOOTH					  32724.00	  32400.00	    324.00	      0.00	      0.00	RE7-B0096-BG   4		4	GB-6900B-7ER
51	59	gba-400-4aer.jpg	CASIOGBA-400-4AER	MONTRE CASIO G-SHOCK					  32522.00	  32200.00	    322.00	      0.00	      0.00	REA4-004-ABG   4		4	GBA-400-4AER
[FIN]
